issue_id,issue_resolved_date,issue_resolution,issue_content,issue_priority,issue_assignee,issue_assignee_username,issue_created_date,issue_summary,issue_status,issue_type
MNG-4896,Sat Nov 13 00:00:00 EST 2010,Fixed,The help for the -pl option does not explain how to set more than one project.  Using more than on -pl option won't work  only the first value is respected.,Minor,Benjamin Bentmann,bentmann,Fri Nov 12 00:00:00 EST 2010,[MNG-4896] Help for -pl option does not include use of comma-sep  also more than one -pl does not work or complain,Closed,improvement
MNG-49,Thu Jul 22 00:00:00 EDT 2004,Fixed,maven-core bootstrap.sh should look in the other known locations if not in the path.,Minor,null,null,Thu Jan 08 00:00:00 EST 2004,[MNG-49] bootstrap should also look in $MBOOT_HOME and $HOME/mboot for mboot executable,Closed,improvement
MNG-4904,Thu Nov 18 00:00:00 EST 2010,Fixed,MavenExecutionResult.getTopologicallySortedProjects() returns null when there are no projects forcing consumers to perform null checks.  Consider returning an empty collection instead.,Major,Benjamin Bentmann,bentmann,Thu Nov 18 00:00:00 EST 2010,[MNG-4904] Make MavenExecutionResult.getTopologicallySortedProjects() return empty list instead of null,Closed,improvement
MNG-4907,Sun Nov 21 00:00:00 EST 2010,Fixed,I'll attach a zipped sample showing the issue; it has 3 folders  each having a small pom.  They are named childFolder  parentFolder  and submodule. The child has the parent as its parent. The child has a &lt;modules&gt; section listing the parent and the submodule as things to be built. The submodule list "parent" as its parent  but fails (on purpose  to illustrate the issue) to include a &lt;relativePath&gt; element. If I do mvn clean on the "submodule"  it says  correctly: &#91;ERROR&#93; The build could not read 1 project -&gt; &#91;Help 1&#93; &#91;ERROR&#93; &#91;ERROR&#93;   The project t:submodule:1-SNAPSHOT (D:\mavenAlign\trunk\mvn-parent-relative-path\submodule\pom.xml) has 1 error &#91;ERROR&#93;     Non-resolvable parent POM: Could not find artifact t:parent:pom:1-SNAPSHOT and 'parent.relativePath' points at wrong local POM @ line 8  column 11 -&gt; &#91;Help 2&#93;    Note: line 8  column 11 is right after the "&lt;parent&gt;" element in the source. But  if I run mvn clean on the "child"  it says  incorrectly: &#91;ERROR&#93; The build could not read 1 project -&gt; &#91;Help 1&#93; &#91;ERROR&#93; &#91;ERROR&#93;   The project t:child:1-SNAPSHOT (D:\mavenAlign\trunk\mvn-parent-relative-path\childFolder\pom.xml) has 1 error &#91;ERROR&#93;     Non-resolvable parent POM: Could not find artifact t:parent:pom:1-SNAPSHOT and 'parent.relativePath' points at wrong local POM @ line 5  column 11 -&gt; &#91;Help 2&#93; In fact  the ...\childFolder\pom.xml doesn't have an error  and the message that it points at the wrong local POM at line 5  column 11 is not correct.  If you comment out the &lt;module&gt; reference in this pom to the "submodule"  it works fine.  The error is actually in the submodule.  The line 5  column 11 refers to a spot right after the "&lt;parent&gt;" element in the child module  where everything is OK. This of course  misleads the person trying to debug this  to look hard in the wrong place .,Minor,Benjamin Bentmann,bentmann,Fri Nov 19 00:00:00 EST 2010,[MNG-4907] Wrong error message when relativePath wrong,Closed,improvement
MNG-4909,Mon Nov 22 00:00:00 EST 2010,Fixed,Import of managed dependencies works only if the managed depencency uses scope import and is of type pom. The latter condition is easily forgotten/overlooked by users which then wonder why the import doesn't work. Maven should emit a validation warning to help troubleshoot this typo.,Minor,Benjamin Bentmann,bentmann,Mon Nov 22 00:00:00 EST 2010,[MNG-4909] Emit warning when dependency with scope import but inproper type is declared,Closed,improvement
MNG-4910,Mon Nov 22 00:00:00 EST 2010,Fixed,Attached patch extends BeanConfigurator to allow picking individual configuration sub-elements. This is useful when embedding application  like m2e  only needs access to subset of original configuration. The change is an addition to brand new API introduced in 3.0 and is fully backwards compatible with (unlikely) existing clients  so I wonder if this is okay to include this change in 3.0.1?,Major,igorfie,igorfie,Mon Nov 22 00:00:00 EST 2010,[MNG-4910] Use BeanConfigurator for configuration sub-elements,Closed,improvement
MNG-4912,Fri Nov 26 00:00:00 EST 2010,Fixed,To avoid raw type and unchecked warnings  ArtifactVersion should implement Comparable&lt;ArtifactVersion&gt;  not raw Comparable. Compare interface Artifact extends Comparable&lt;Artifact&gt; etc.,Minor,Benjamin Bentmann,bentmann,Tue Nov 23 00:00:00 EST 2010,[MNG-4912] Use of raw type should be Comparable<ArtifactVersion>,Closed,improvement
MNG-4916,Wed Nov 24 00:00:00 EST 2010,Fixed,Need to extend PluginArtifactsCache to also cache extension plugin artifact resolution errors  otherwise DefaultProjectBuildingHelper keeps failing to resolve the same plugin again and again.,Major,igorfie,igorfie,Wed Nov 24 00:00:00 EST 2010,[MNG-4916] Poor ProjectBuilder.build performance for projects with unresolvable extension plugins,Closed,improvement
MNG-4922,Sat Dec 04 00:00:00 EST 2010,Fixed,It could be usefull for having the exception details in ExecutionListener impls to have something like (to not wait the end of the maven execution) : ExecutionEvent.getException(). could be done with  MojoExecution.getException() will need some stuff for projectFailed but at least could be interesting for mojo executions. WDYT ?,Major,Olivier Lamy (*$^�%`�),olamy,Wed Dec 01 00:00:00 EST 2010,[MNG-4922] ExecutionEvent give on the exception encountered (when having mojoFailed),Closed,improvement
MNG-4926,Sat Dec 04 00:00:00 EST 2010,Fixed,It could be usefull for having the exception details in ExecutionListener impls to have something like (to not wait the end of the maven execution) : API change : ExecutionEvent.getException(). ,Major,Benjamin Bentmann,bentmann,Sat Dec 04 00:00:00 EST 2010,[MNG-4926] ExecutionEvent give on the exception encountered (when having projectFailed   forkedProjectFailed),Closed,improvement
MNG-494,Tue Jun 21 00:00:00 EDT 2005,Fixed,because plugins are established at the start of the run  dependencies are all resolved at the start  even if some are never executed. This means getting dependencies of mojos you aren't even using. This is something to improve in the lifecycle executor  but it would still be good to defer plugin dep resolution until execution  the same as it is for the project itself. It would also mean not getting such a large dep hit at the start of a reactor build. This would complicate the set up of the classworld  otherwise it would be a quick fix.,Major,John Casey,jdcasey,Sun Jun 19 00:00:00 EDT 2005,[MNG-494] defer plugin dependency resolution to execution rather than at addPlugin,Closed,improvement
MNG-4944,Sat Dec 18 00:00:00 EST 2010,Fixed,On occasion it's helpful to know the JRE vendor when tracking down bugs.,Trivial,Benjamin Bentmann,bentmann,Sat Dec 18 00:00:00 EST 2010,[MNG-4944] Include JRE vendor in version info,Closed,improvement
MNG-4950,Wed Dec 22 00:00:00 EST 2010,Fixed,The javadocs of DefaultSettingsWriter and DefaultSettingsReader is just copied from the interface and should better reflect what these classes do. I fixed this in the attached patch (project: maven-settings-builder on trunk).,Trivial,Benjamin Bentmann,bentmann,Wed Dec 22 00:00:00 EST 2010,[MNG-4950] Javadoc improvements to DefaultSettingsWriter/Reader,Closed,improvement
MNG-4953,Mon Dec 27 00:00:00 EST 2010,Fixed,This is an anti-pattern that asks for troubles as the declaring POM will be be unusable during dependency resolution (when accessed from a repository): &lt;dependency&gt;   ...   &lt;scope&gt;system&lt;/scope&gt;   &lt;systemPath&gt;${basedir}/lib/foo.jar&lt;/systemPath&gt; &lt;/dependency&gt; As such  usage of either basedir and project.basedir for the system path should emit a warning to help stopping this kind of bad practice.,Minor,Benjamin Bentmann,bentmann,Thu Dec 23 00:00:00 EST 2010,[MNG-4953] Issue a warning when a system-scope dependency refers to the project basedir,Closed,improvement
MNG-4971,Fri Jan 14 00:00:00 EST 2011,Fixed,Display maven.home information when user run "mvn -version". Similar motivation as MNG-4944. User may have same version of maven for different project such as company/open source. Same as java.home  user may need go into maven.home to do some verification. The patch moved java.home one line up to group together with maven.home. With patch "mvn -version" will show: Apache Maven 3.0.1 (r1038046; 2010-11-23 10:58:32+0000) Maven home: /software/maven/3.0.1 Java home: /usr/lib/jvm/java-6-openjdk/jre Java version: 1.6.0_20  vendor: Sun Microsystems Inc. Default locale: en_IE  platform encoding: UTF-8 OS name: "linux"  version: "2.6.32-25-generic"  arch: "i386"  family: "unix" Without patch "mvn -version" will show: Apache Maven 3.0.1 (r1038046; 2010-11-23 10:58:32+0000) Java version: 1.6.0_20  vendor: Sun Microsystems Inc. Java home: /usr/lib/jvm/java-6-openjdk/jre Default locale: en_IE  platform encoding: UTF-8 OS name: "linux"  version: "2.6.32-25-generic"  arch: "i386"  family: "unix",Trivial,Benjamin Bentmann,bentmann,Wed Jan 12 00:00:00 EST 2011,[MNG-4971] Display maven home in version info,Closed,improvement
MNG-4984,Wed Jan 19 00:00:00 EST 2011,Fixed,To enhance a stock Maven distro  3rd parties can drop additional JARs into the distro's lib directory. If those JARs need to replace default components  the extension needs to be placed first on the classpath to ensure the Plexus container looks up the desired impl. Ensuring that the 3rd party JARs get loaded before the stock Maven JAR requires currently editing the m2.conf used to bootstrap Classworlds. To eliminate this last step  we can support a dedicated ext directory that gets loaded before the default JARs.,Major,Benjamin Bentmann,bentmann,Wed Jan 19 00:00:00 EST 2011,[MNG-4984] Simplify drop in of 3rd party extensions for Maven core,Closed,improvement
MNG-4988,Thu Jan 20 00:00:00 EST 2011,Fixed,m2e uses project execution plan to determine how to configure the project in eclipse workspace and what to do during workbench build. Not all mojo execution bound to execution plan are relevant for this (think enforcer or deploy plugin)  so m2e needs an API to analyse execution plan and perform full configuration of interesting mojo execution only.  Original m2e jira https://issues.sonatype.org/browse/MNGECLIPSE-2724 Proposed patch attached.,Major,igorfie,igorfie,Thu Jan 20 00:00:00 EST 2011,[MNG-4988] API to calculate execution plan without full mojo execution configuration,Closed,improvement
MNG-499,Tue Jul 05 00:00:00 EDT 2005,Fixed,The README.txt that says how to bootstrap-build maven doesn't say how to handle proxies.,Minor,John Casey,jdcasey,Tue Jun 21 00:00:00 EDT 2005,[MNG-499] the README.txt for maven-components doesn't say how to handle proxies,Closed,improvement
